"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"1386",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5681,23," ","A9","32 SUNFIELD AVENUE                       ","            ",10312,1,0,1,"2,433","1,280",1973,1,"A9","$340,000",2012-12-14,340000,1280,2433,0
"1389",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5681,74," ","A5","75 GOLD AVENUE                           ","            ",10312,1,0,1,"2,425","1,280",1973,1,"A5","$380,000",2012-11-16,380000,1280,2425,0
"1390",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5683,36," ","A1","63 KENMORE STREET                        ","            ",10312,1,0,1,"4,000","2,044",1974,1,"A1","$475,000",2013-04-30,475000,2044,4000,0
"1394",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5683,203," ","A9","57 BERRY AVENUE WEST                     ","            ",10312,1,0,1,"2,800","1,332",1970,1,"A9","$400,000",2013-07-29,4e+05,1332,2800,0
"1395",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5686,68," ","A9","41 DIERAUF STREET                        ","            ",10312,1,0,1,"2,400","1,200",1979,1,"A9","$380,000",2013-05-22,380000,1200,2400,0
"1396",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5687,18," ","A1","191 HEFFERNAN STREET                     ","            ",10312,1,0,1,"4,000","1,612",1974,1,"A1","$415,000",2012-11-14,415000,1612,4000,0
"1397",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5687,72," ","A1","73 BOYLAN STREET                         ","            ",10312,1,0,1,"4,400","1,873",1974,1,"A1","$425,000",2013-01-22,425000,1873,4400,0
"1399",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5691,57," ","A5","11 ROW PLACE                             ","            ",10312,1,0,1,"2,600","1,920",1980,1,"A5","$335,000",2013-07-23,335000,1920,2600,0
"1401",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5692,70," ","A9","41 VINELAND AVENUE                       ","            ",10312,1,0,1,"3,725","1,536",1979,1,"A9","$360,000",2013-02-19,360000,1536,3725,0
"1403",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5694,79," ","A2","600 ANNADALE ROAD                        ","            ",10312,1,0,1,"4,368","520",1939,1,"A2","$255,000",2013-03-18,255000,520,4368,0
"1404",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5694,87," ","A1","614 ANNADALE ROAD                        ","            ",10312,1,0,1,"6,339","1,008",1930,1,"A1","$375,000",2012-12-17,375000,1008,6339,0
"1405",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5694,115," ","A1","666 ANNADALE ROAD                        ","            ",10312,1,0,1,"4,280","736",1940,1,"A1","$313,250",2013-01-14,313250,736,4280,0
"1406",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5695,26," ","A1","76 DETROIT AVENUE                        ","            ",10312,1,0,1,"4,000","960",1930,1,"A1","$335,000",2013-05-24,335000,960,4000,0
"1407",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5696,64," ","A1","95 DETROIT AVENUE                        ","            ",10312,1,0,1,"4,000","1,008",1930,1,"A1","$410,000",2012-09-17,410000,1008,4000,0
"1408",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5704,34," ","A2","60 RATHBUN AVENUE                        ","            ",10312,1,0,1,"13,485","5,830",1985,1,"A2","$665,000",2012-12-10,665000,5830,13485,0
"1409",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5704,77," ","A2","928 DRUMGOOLE ROAD WEST                  ","            ",10312,1,0,1,"4,740","1,120",1955,1,"A2","$365,000",2013-07-31,365000,1120,4740,0
"1410",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5705,40," ","A1","98 RENSSELAER AVENUE                     ","            ",10312,1,0,1,"10,000","3,280",1980,1,"A1","$960,000",2012-09-27,960000,3280,10000,0
"1412",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5712,82," ","A2","111 STAFFORD AVENUE                      ","            ",10312,1,0,1,"4,000","800",1950,1,"A2","$499,990",2012-11-19,499990,800,4000,0
"1413",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5712,84," ","A1","115 STAFFORD AVENUE                      ","            ",10312,1,0,1,"4,000","3,233",1950,1,"A1","$610,000",2013-03-15,610000,3233,4000,0
"1414",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5714,1," ","A1","535 CARLTON BOULEVARD                    ","            ",10312,1,0,1,"6,930","3,278",1935,1,"A1","$265,000",2012-12-26,265000,3278,6930,0
"1417",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5717,61," ","A5","16 CROWN COURT                           ","            ",10312,1,0,1,"2,357","1,383",1992,1,"A5","$315,000",2012-10-04,315000,1383,2357,0
"1418",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5717,147," ","A5","24 CROWN COURT                           ","            ",10312,1,0,1,"1,007","1,383",1992,1,"A5","$287,000",2013-07-29,287000,1383,1007,0
"1419",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5718,18," ","A5","16 DEBORAH LOOP                          ","            ",10312,1,0,1,"1,440","1,400",1993,1,"A5","$310,000",2013-02-22,310000,1400,1440,0
"1420",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5718,81," ","A5","90 DEBORAH LOOP                          ","            ",10312,1,0,1,"1,305","1,400",1993,1,"A5","$360,000",2013-04-10,360000,1400,1305,0
"1421",5,"ELTINGVILLE              ","01  ONE FAMILY HOMES                        ","1",5718,107," ","A5","27 DEBORAH LOOP                          ","            ",10312,1,0,1,"1,230","1,200",1993,1,"A5","$325,000",2013-01-09,325000,1200,1230,0
"1423",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5355,55," ","B1","1311 ARDEN AVENUE                        ","            ",10312,2,0,2,"4,000","2,247",1980,1,"B1","$540,000",2012-12-10,540000,2247,4000,0
"1425",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5585,1," ","B2","25 WAIMER PLACE                          ","            ",10312,2,0,2,"6,562","1,855",1920,1,"B2","$580,000",2012-08-29,580000,1855,6562,0
"1427",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5586,15," ","B2","485 MOSELY AVENUE                        ","            ",10312,2,0,2,"6,593","3,100",2005,1,"B2","$630,000",2013-03-06,630000,3100,6593,0
"1428",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5590,41," ","B2","68 SYLVIA STREET                         ","            ",10312,2,0,2,"5,000","2,180",1970,1,"B2","$240,000",2013-01-17,240000,2180,5000,0
"1429",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5590,128," ","B2","120 SYLVIA STREET                        ","            ",10312,2,0,2,"3,085","2,800",1989,1,"B2","$640,000",2013-01-02,640000,2800,3085,0
"1430",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5596,54," ","B2","21 CHESEBROUGH STREET                    ","            ",10312,2,0,2,"3,500","2,960",1996,1,"B2","$565,000",2013-02-07,565000,2960,3500,0
"1431",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5597,63," ","B2","577 WAINWRIGHT AVENUE                    ","            ",10312,2,0,2,"4,000","3,000",2003,1,"B2","$675,000",2012-10-25,675000,3000,4000,0
"1434",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5601,42," ","B2","30 LAREDO AVENUE                         ","            ",10312,2,0,2,"4,242","2,196",1970,1,"B2","$582,000",2013-05-22,582000,2196,4242,0
"1435",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5601,80," ","B2","103 MEMPHIS AVENUE                       ","            ",10312,2,0,2,"4,000","2,312",1975,1,"B2","$515,000",2012-08-21,515000,2312,4000,0
"1436",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5602,1," ","B2","622 KATAN AVENUE                         ","            ",10312,2,0,2,"3,840","1,449",1975,1,"B2","$503,951",2013-05-10,503951,1449,3840,0
"1439",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5606,17," ","B2","361 GENESEE AVENUE                       ","            ",10312,2,0,2,"4,000","2,122",1965,1,"B2","$575,000",2012-12-27,575000,2122,4000,0
"1440",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5606,53," ","B2","320 WAINWRIGHT AVENUE                    ","            ",10312,2,0,2,"4,000","3,600",1965,1,"B2","$560,000",2013-01-19,560000,3600,4000,0
"1441",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5606,57," ","B2","328 WAINWRIGHT AVENUE                    ","            ",10312,2,0,2,"4,000","3,477",1965,1,"B2","$705,000",2013-03-18,705000,3477,4000,0
"1442",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5608,65," ","B2","79 STROUD AVENUE                         ","            ",10312,2,0,2,"4,242","1,912",1965,1,"B2","$530,000",2013-05-01,530000,1912,4242,0
"1447",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5621,55," ","B9","41 MOFFETT STREET                        ","            ",10312,2,0,2,"3,720","936",1975,1,"B9","$418,000",2013-02-06,418000,936,3720,0
"1448",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5621,57," ","B2","47 MOFFETT STREET                        ","            ",10312,2,0,2,"5,719","2,178",1978,1,"B2","$477,000",2013-07-18,477000,2178,5719,0
"1449",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5622,24," ","B9","615 ANNADALE ROAD                        ","            ",10312,2,0,2,"4,030","3,032",1987,1,"B9","$497,000",2012-08-16,497000,3032,4030,0
"1451",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5623,4," ","B2","177 PETRUS AVENUE                        ","            ",10312,2,0,2,"4,000","2,664",1980,1,"B2","$650,000",2013-05-01,650000,2664,4000,0
"1454",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5631,48," ","B2","635 LAMOKA AVENUE                        ","            ",10312,2,0,2,"4,000","2,220",1970,1,"B2","$513,000",2012-12-21,513000,2220,4000,0
"1457",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5633,72," ","B2","772 KATAN AVENUE                         ","            ",10312,2,0,2,"3,920","2,224",1970,1,"B2","$515,000",2013-06-21,515000,2224,3920,0
"1459",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5636,33," ","B2","453 ANNADALE ROAD                        ","            ",10312,2,0,2,"4,920","4,043",1977,1,"B2","$590,000",2012-09-13,590000,4043,4920,0
"1463",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5641,13," ","B2","157 STROUD AVENUE                        ","            ",10312,2,0,2,"4,500","1,920",1966,1,"B2","$455,000",2013-03-18,455000,1920,4500,0
"1464",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5653,16," ","B9","104 LADD AVENUE                          ","            ",10312,2,0,2,"3,589","2,088",1978,1,"B9","$420,000",2013-01-18,420000,2088,3589,0
"1465",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5655,15," ","B2","15 FUTURITY PLACE                        ","            ",10312,2,0,2,"2,629","1,870",2003,1,"B2","$499,000",2013-07-25,499000,1870,2629,0
"1469",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5668,75," ","B9","6 TRYON AVENUE                           ","            ",10312,2,0,2,"2,774","2,281",1980,1,"B9","$390,000",2012-10-22,390000,2281,2774,0
"1471",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5676,63," ","B9","108 SHOTWELL AVENUE                      ","            ",10312,2,0,2,"4,205","1,960",1980,1,"B9","$500,000",2013-04-11,5e+05,1960,4205,0
"1473",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5676,96," ","B9","339 GRANTWOOD AVENUE                     ","            ",10312,2,0,2,"4,103","2,408",1980,1,"B9","$495,000",2012-09-11,495000,2408,4103,0
"1475",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5682,24," ","B2","21 CHERYL AVENUE                         ","            ",10312,2,0,2,"3,000","2,088",1974,1,"B2","$489,000",2013-07-17,489000,2088,3000,0
"1476",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5691,96," ","B9","386 GRANTWOOD AVENUE                     ","            ",10312,2,0,2,"3,000","2,924",1981,1,"B9","$395,000",2013-06-18,395000,2924,3000,0
"1478",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5692,25," ","B1","60 CROWN AVENUE                          ","            ",10312,2,0,2,"4,000","2,618",1976,1,"B1","$545,000",2013-02-27,545000,2618,4000,0
"1483",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5695,52," ","B2","848 CARLTON BOULEVARD                    ","            ",10312,2,0,2,"4,000","3,180",2012,1,"B2","$756,843",2013-06-12,756843,3180,4000,0
"1485",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5701,20," ","B2","14 IONIA AVENUE                          ","            ",10312,2,0,2,"4,000","2,192",1970,1,"B2","$610,000",2013-06-04,610000,2192,4000,0
"1486",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5701,38," ","B2","15 EDGEGROVE AVENUE                      ","            ",10312,2,0,2,"4,100","2,192",1970,1,"B2","$335,000",2013-02-21,335000,2192,4100,0
"1488",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5706,4," ","B2","583 ARDEN AVENUE                         ","            ",10312,2,0,2,"6,000","3,681",2010,1,"B2","$775,000",2013-07-05,775000,3681,6000,0
"1489",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5706,47," ","B2","582 CARLTON BOULEVARD                    ","            ",10312,2,0,2,"13,600","3,984",1970,1,"B2","$925,000",2012-12-21,925000,3984,13600,0
"1490",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5710,19," ","B2","78 SINCLAIR AVENUE                       ","            ",10312,2,0,2,"4,680","3,780",2002,1,"B2","$822,000",2013-03-06,822000,3780,4680,0
"1492",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5711,24," ","B1","106 STAFFORD AVENUE                      ","            ",10312,2,0,2,"4,000","2,392",1965,1,"B1","$528,000",2012-12-14,528000,2392,4000,0
"1493",5,"ELTINGVILLE              ","02  TWO FAMILY HOMES                        ","1",5712,40," ","B2","96 VINELAND AVENUE                       ","            ",10312,2,0,2,"7,200","4,000",1980,1,"B2","$750,000",2012-10-05,750000,4000,7200,0
"1503",5,"EMERSON HILL             ","01  ONE FAMILY HOMES                        ","1",828,205," ","A3","246 DOUGLAS ROAD                         ","            ",10304,1,0,1,"29,875","5,828",1910,1,"A3","$975,000",2012-10-11,975000,5828,29875,0
"1504",5,"EMERSON HILL             ","01  ONE FAMILY HOMES                        ","1",829,38," ","A3","119 MILDEN AVENUE                        ","            ",10301,1,0,1,"16,000","5,600",2000,1,"A3","$1,475,000",2012-12-10,1475000,5600,16000,0
"1505",5,"EMERSON HILL             ","01  ONE FAMILY HOMES                        ","1",831,50," ","A1","275 DOUGLAS ROAD                         ","            ",10304,1,0,1,"11,554","2,968",1960,1,"A1","$820,000",2013-05-02,820000,2968,11554,0
"1507",5,"EMERSON HILL             ","01  ONE FAMILY HOMES                        ","1",833,73," ","A2","881 RICHMOND ROAD                        ","            ",10304,1,0,1,"4,000","1,188",1965,1,"A2","$400,000",2012-09-06,4e+05,1188,4000,0
